ID,Nombre,P_comestible,Energia_kcal,Agua_g,Alcohol_g,Proteinas_g,HC_g,Almidon_g,Azucares_sencillos_g,Azucares_libres_g,Fibra_g,Grasa_total_g,AGS_g,AGM_g,AGP_g,Colesterol_mg,VitA_ug,Retinol_ug,Carotenoides_ug,VitD_ug,VitE_mg,VitK_ug,VitB1_mg,VitB2_mg,Niacina_mg,VitB6_mg,Folato_ug,VitB12_ug,VitC_mg,Biotina_ug,Pantotenico_mg,Calcio_mg,Fosforo_mg,Magnesio_mg,Hierro_mg,Sodio_mg,Cinc_mg,Iodo_ug,Manganeso_mg,Potasio_mg,Selenio_ug,Cobre_mg
050224,Yogur sin lactosa natural azucarado,1.0,70.7,84.7,0.0,3.5,9.9,0.0,9.8,4.3,0.0,1.9,1.2,0.6,0.0,4.0,16.0,15.0,5.0,0.35,0.03,0.7,,,,,,,,,,,,,,,,,,,,
050225,Yogur tipo griego,1.0,139.0,78.0,0.0,6.4,5.4,0.0,5.4,0.0,0.0,10.2,6.8,2.4,0.28,11.0,121.0,115.0,36.0,0.05,0.38,0.8,,,,,,,,,,,,,,,,,,,,
050301,Queso azul,1.0,353.0,43.6,0.0,21.1,0.0,0.0,0.0,0.0,0.0,29.8,17.6,8.2,0.77,88.0,290.0,260.0,180.0,0.23,0.77,2.5,,,,,,,,,,,,,,,,,,,,
050302,Queso Brie,1.0,342.0,45.4,0.0,22.6,0.1,0.0,0.097,0.0,0.0,27.9,12.9,8.3,0.61,100.0,157.0,140.0,100.0,0.2,0.84,2.3,,,,,,,,,,,,,,,,,,,,
050303,Queso Camembert,1.0,285.0,52.7,0.0,21.0,0.1,0.0,0.1,0.0,0.0,22.3,12.9,6.5,0.54,62.0,362.0,330.0,190.0,0.28,0.5,2.3,,,,,,,,,,,,,,,,,,,,
050304,Queso Cheddar,1.0,393.0,37.7,0.0,25.4,0.36,0.0,0.36,0.0,0.0,32.2,19.6,8.1,0.74,84.0,440.0,390.0,300.0,0.34,1.0,2.3,,,,,,,,,,,,,,,,,,,,
050305,Queso de Arzua,0.95,339.0,51.6,0.0,19.4,0.0,0.0,0.0,0.0,0.0,29.0,18.0,8.5,1.0,90.0,340.0,305.0,210.0,0.25,0.62,2.3,,,,,,,,,,,,,,,,,,,,
050306,Queso de bola,0.95,329.0,44.6,0.0,25.5,0.8,0.0,0.8,0.0,0.0,24.9,14.0,6.2,0.7,111.0,124.0,111.0,79.2,0.17,0.57,2.3,,,,,,,,,,,,,,,,,,,,
050307,Queso de Burgos,1.0,200.0,68.6,0.0,14.0,2.5,0.0,2.5,0.0,0.0,14.9,8.8,4.3,0.89,14.5,261.0,235.0,153.0,0.0,0.56,2.3,,,,,,,,,,,,,,,,,,,,
050308,Queso de cabra curado,1.0,467.0,29.1,0.0,27.6,0.0,0.0,0.0,0.0,0.0,39.6,25.4,10.6,2.4,100.0,486.0,478.0,,0.2,0.9,2.3,,,,,,,,,,,,,,,,,,,,
050309,Queso de cabra semicurado,1.0,327.0,50.5,0.0,18.3,0.1,0.0,0.1,0.0,0.0,28.2,18.1,7.6,1.0,70.0,407.0,401.0,,0.2,0.8,2.3,,,,,,,,,,,,,,,,,,,,
050310,Queso de cabra tierno,1.0,208.0,68.5,0.0,11.1,1.2,0.0,1.2,0.0,0.0,17.6,11.3,4.7,0.6,50.0,288.0,283.0,,0.2,0.9,2.3,,,,,,,,,,,,,,,,,,,,
050311,Queso de Cabrales,0.95,392.0,44.5,0.0,21.5,0.0,0.0,0.0,0.0,0.0,34.0,20.2,10.8,1.3,90.0,198.0,192.0,,0.25,0.62,2.5,,,,,,,,,,,,,,,,,,,,
050312,Queso Edam,1.0,356.0,41.6,0.0,25.0,1.4,0.0,1.4,0.0,0.0,27.8,17.6,8.1,0.67,89.0,244.0,242.0,11.0,0.5,0.24,,,,,,,,,,,,,,,,,,,,,
050313,Queso Emmental,0.94,397.0,35.9,0.0,29.0,0.0,0.0,0.0,0.0,0.0,31.2,18.2,6.9,0.82,88.0,291.0,271.0,119.0,1.1,0.53,2.6,,,,,,,,,,,,,,,,,,,,
050314,Queso en lonchas,1.0,327.0,44.7,0.0,25.1,2.2,0.0,2.2,0.0,0.0,24.2,13.1,6.5,1.7,84.9,437.0,412.0,130.0,0.2,0.02,3.0,,,,,,,,,,,,,,,,,,,,
050315,Queso en porciones,1.0,376.0,46.6,0.0,15.6,5.4,0.0,5.4,0.0,0.0,32.4,19.6,9.9,1.0,94.1,308.0,303.0,60.5,0.28,1.0,3.0,,,,,,,,,,,,,,,,,,,,
050316,Queso en porciones descremado,1.0,162.0,72.8,0.0,10.0,6.5,0.0,6.5,0.0,0.0,10.7,7.3,2.4,0.3,40.0,161.0,160.0,,0.1,0.3,3.0,,,,,,,,,,,,,,,,,,,,
050317,Queso gallego,0.95,352.0,47.0,0.0,23.0,2.0,0.0,2.0,0.0,0.0,28.0,16.7,8.9,0.77,85.0,283.0,215.0,408.0,0.18,0.08,2.3,,,,,,,,,,,,,,,,,,,,
050318,Queso Gorgonzola,1.0,361.0,48.8,0.0,19.4,0.62,0.0,0.62,0.0,0.0,31.2,15.2,8.8,0.89,87.0,364.0,336.0,168.0,0.24,0.54,2.5,,,,,,,,,,,,,,,,,,,,
050319,Queso Gouda,1.0,331.0,45.2,0.0,25.5,0.0,0.0,0.0,0.0,0.0,25.4,17.0,6.6,0.58,114.0,270.0,245.0,145.0,1.3,0.53,2.3,,,,,,,,,,,,,,,,,,,,
050320,Queso Gruyere,0.94,397.0,36.7,0.0,26.9,0.0,0.0,0.0,0.0,0.0,32.1,17.1,9.3,1.7,120.0,274.0,268.0,33.0,0.26,0.8,3.0,,,,,,,,,,,,,,,,,,,,
050321,Queso Havarti,1.0,413.0,43.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,37.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050322,Queso Idiazabal,0.95,443.0,37.8,0.0,23.3,0.0,0.0,0.0,0.0,0.0,38.9,26.6,9.2,1.0,90.0,437.0,395.0,250.0,0.25,0.62,3.0,,,,,,,,,,,,,,,,,,,,
050323,Queso Mahón,1.0,411.0,31.7,0.0,26.9,0.0,0.0,0.0,0.0,0.0,33.7,20.0,10.3,1.5,90.0,388.0,350.0,230.0,0.25,0.62,,,,,,,,,,,,,,,,,,,,,
050324,Queso manchego curado,0.95,476.0,25.7,0.0,38.0,0.51,0.0,0.51,0.0,0.0,35.8,18.7,8.4,6.2,74.4,234.0,211.0,138.0,0.19,0.61,3.0,,,,,,,,,,,,,,,,,,,,
050325,Queso manchego fresco,0.95,333.0,48.6,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.4,15.2,8.1,0.7,70.0,218.0,165.0,318.0,0.18,0.6,3.0,,,,,,,,,,,,,,,,,,,,
050326,Queso manchego semicurado,0.95,391.0,40.3,0.0,28.8,0.5,0.0,0.5,0.0,0.0,30.4,18.9,9.0,0.76,87.8,360.0,273.0,522.0,0.28,0.62,3.0,,,,,,,,,,,,,,,,,,,,
050327,Queso Mozzarella,1.0,233.0,59.2,0.0,19.9,2.2,0.0,2.2,0.0,0.0,16.1,9.9,4.6,0.47,78.0,206.0,199.0,42.0,0.1,0.35,2.3,,,,,,,,,,,,,,,,,,,,
050328,Queso Parmesano,0.95,375.0,33.0,0.0,35.6,0.06,0.0,0.056,0.0,0.0,25.8,15.8,6.8,0.56,68.0,360.0,340.0,116.0,0.65,0.9,3.0,,,,,,,,,,,,,,,,,,,,
050329,Queso quark,20.0,1.0,71.3,85.8,0.0,7.8,3.5,0.0,2.7,0.0,0.0,2.9,1.9,0.67,0.06,9.3,44.0,40.0,24.0,0.09,0.12,,,,,,,,,,,,,,,,,,,,
050330,Queso quark descremado,1.0,67.9,81.3,0.0,13.2,3.2,0.0,3.2,0.0,0.0,0.25,0.17,0.06,0.8,,2.0,1.2,4.6,,0.01,,,,,,,,,,,,,,,,,,,,,
050331,Queso raclette,1.0,369.0,41.1,0.0,25.0,0.69,0.0,0.0,0.0,0.0,29.6,20.2,6.2,0.87,99.6,183.0,183.0,,0.2,0.51,,,,,,,,,,,,,,,,,,,,,
050332,Queso ricotta,1.0,156.0,72.7,0.0,11.5,3.8,0.0,3.8,0.0,0.0,10.5,7.0,2.7,0.32,36.8,92.6,86.7,35.0,0.07,0.05,,,,,,,,,,,,,,,,,,,,,
050333,Queso Roncal,1.0,448.0,29.4,0.0,24.7,0.0,0.0,0.0,0.0,0.0,38.8,25.2,9.1,1.5,90.0,437.0,395.0,205.0,0.25,0.62,,,,,,,,,,,,,,,,,,,,,
050334,Queso Roquefort,1.0,369.0,39.5,0.0,21.5,2.0,0.0,2.0,0.0,0.0,30.6,18.9,7.2,1.2,90.0,310.0,310.0,0.0,0.2,0.77,2.5,,,,,,,,,,,,,,,,,,,,
050335,Queso San Simón,1.0,382.0,43.4,0.0,24.2,0.0,0.0,0.0,0.0,0.0,31.7,20.6,9.6,1.2,90.0,340.0,305.0,210.0,0.25,0.62,,,,,,,,,,,,,,,,,,,,,
050336,Queso tetilla,0.95,399.0,43.5,0.0,22.0,0.0,0.0,0.0,0.0,0.0,34.5,21.4,10.1,1.1,90.0,389.0,350.0,230.0,0.25,0.62,2.3,,,,,,,,,,,,,,,,,,,,
050337,Queso tipo manchego en aceite,1.0,471.0,33.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,40.5,24.5,12.5,1.2,90.0,437.0,395.0,250.0,0.25,0.62,3.0,,,,,,,,,,,,,,,,,,,,
050338,Queso tipo petit de chocolate,1.0,182.0,62.4,0.0,4.3,26.9,4.2,22.7,12.0,0.0,6.4,2.5,1.1,0.12,11.0,68.8,29.0,239.0,0.3,0.12,0.4,,,,,,,,,,,,,,,,,,,,
050339,Queso tipo petit de sabores,1.0,122.0,74.5,0.0,7.5,14.0,1.0,13.0,6.9,0.0,4.0,2.5,1.1,0.1,11.0,68.8,29.0,239.0,0.2,0.12,0.4,,,,,,,,,,,,,,,,,,,,
050340,Queso tipo petit natural azucarado,1.0,120.0,75.0,0.0,7.3,13.7,0.0,13.7,7.3,0.0,4.0,2.5,1.1,0.1,11.0,33.0,29.0,23.0,0.12,0.12,0.4,,,,,,,,,,,,,,,,,,,,
050341,Queso Torta del Casar,0.95,399.0,41.1,0.0,26.3,0.0,0.0,0.0,0.0,0.0,32.6,21.8,7.5,1.5,90.0,340.0,305.0,210.0,0.25,0.62,2.3,,,,,,,,,,,,,,,,,,,,
050342,Queso zamorano,1.0,439.0,27.3,0.0,25.3,0.0,0.0,0.0,0.0,0.0,37.5,25.9,9.0,0.54,90.0,388.0,350.0,230.0,0.25,0.62,,,,,,,,,,,,,,,,,,,,,
050343,Requesón,1.0,101.0,80.1,0.0,12.3,3.3,0.0,3.3,0.0,0.0,4.3,2.0,1.2,0.14,13.0,22.3,20.0,14.0,0.03,0.07,0.4,,,,,,,,,,,,,,,,,,,,
050401,Arroz con leche,1.0,121.0,71.4,0.0,3.3,23.9,9.4,14.5,11.0,0.1,1.3,0.77,0.31,0.08,9.0,19.0,19.0,,0.1,0.15,0.4,,,,,,,,,,,,,,,,,,,,
050402,Copa de chocolate y nata,1.0,182.0,66.2,0.0,3.2,21.2,3.4,17.8,14.3,0.12,9.3,,,,27.9,75.0,74.0,10.0,0.05,0.14,0.5,,,,,,,,,,,,,,,,,,,,
050403,Crema de chocolate,1.0,199.0,62.7,0.0,3.6,21.2,0.7,20.5,17.0,1.8,10.7,6.3,3.3,0.37,71.6,47.6,42.8,28.5,0.05,0.39,0.5,,,,,,,,,,,,,,,,,,,,
050404,Cuajada,1.0,86.7,84.2,0.0,4.5,6.6,0.0,6.6,0.0,0.0,4.7,2.9,1.3,0.2,6.6,38.0,36.0,12.0,0.21,0.23,0.42,,,,,,,,,,,,,,,,,,,,
050405,Flan de huevo,1.0,143.0,70.0,0.0,5.0,20.4,0.0,20.4,16.9,0.0,4.6,2.0,1.9,0.52,147.0,46.0,45.0,,0.58,0.23,2.5,,,,,,,,,,,,,,,,,,,,
050406,Flan de vainilla,1.0,122.0,71.5,0.0,3.0,23.9,4.4,19.4,15.9,0.0,1.6,0.89,0.47,0.06,7.0,39.0,37.0,8.0,0.07,0.16,2.5,,,,,,,,,,,,,,,,,,,,
050407,Flan instantáneo en polvo,1.0,366.0,7.8,0.0,0.0,91.6,0.0,91.6,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
050408,Helado cremoso,1.0,177.0,66.5,0.0,4.0,21.0,0.0,20.9,18.8,0.0,8.6,5.1,2.1,0.25,0.0,86.0,86.0,0.0,0.1,0.17,0.3,,,,,,,,,,,,,,,,,,,,
050409,Helado de chocolate,1.0,191.0,65.4,0.0,3.8,18.5,2.0,16.5,14.9,1.2,11.0,6.8,3.2,0.41,34.0,119.0,116.0,19.0,0.2,0.3,,,,,,,,,,,,,,,,,,,,,
050410,Helado de fresa,1.0,186.0,63.5,0.0,3.2,24.0,1.6,22.4,20.2,0.9,8.4,5.2,0.0,0.0,29.0,96.0,96.0,,0.0001,0.0,,,,,,,,,,,,,,,,,,,,,
050411,Helado de nata,1.0,199.0,63.8,0.0,3.9,21.5,2.0,19.5,17.6,0.0,10.8,7.3,2.8,0.3,30.0,118.0,116.0,19.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,
050412,Mousse de chocolate,1.0,150.0,70.6,0.0,4.0,18.9,2.2,16.7,13.2,0.0,6.5,3.3,2.6,0.13,35.0,48.0,46.0,11.0,0.0,0.58,0.5,,,,,,,,,,,,,,,,,,,,
050413,Natillas,1.0,103.0,77.9,0.0,3.7,15.5,4.6,10.8,7.3,0.0,2.9,1.9,0.76,0.06,10.0,63.0,59.0,24.0,0.03,0.1,1.7,,,,,,,,,,,,,,,,,,,,
050414,Natillas de chocolate,1.0,133.0,71.9,0.0,4.2,19.8,2.9,16.9,13.4,0.0,4.1,1.9,1.3,0.36,110.0,49.0,49.0,,0.35,2.2,1.7,,,,,,,,,,,,,,,,,,,,
050415,Yogur helado,1.0,131.0,71.2,0.0,3.0,21.6,1.7,19.9,14.4,0.0,3.6,2.3,0.99,0.1,13.0,34.0,34.0,6.0,0.075,0.09,0.3,,,,,,,,,,,,,,,,,,,,
050501,Batido de cacao,1.0,84.0,83.1,0.0,2.7,9.8,0.0,9.8,6.9,0.8,3.6,2.3,1.0,0.1,13.0,26.8,26.0,5.0,0.0,0.09,0.5,,,,,,,,,,,,,,,,,,,,
050502,Batido de fresa,1.0,65.8,84.4,0.0,2.8,11.0,0.0,11.0,7.7,0.8,1.0,0.62,0.28,0.04,12.0,26.0,26.0,,0.01,0.04,0.4,,,,,,,,,,,,,,,,,,,,
050503,Batido de vainilla,1.0,63.4,85.0,0.0,2.9,10.3,0.0,10.3,7.2,0.8,1.0,0.62,0.28,0.037,12.0,91.0,91.0,0.0,0.01,0.04,0.4,,,,,,,,,,,,,,,,,,,,
050504,Bebida comercial de zumo y leche,1.0,51.7,87.2,0.0,0.7,12.0,0.5,11.5,8.1,,0.1,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,
050601,Nata liquida para cocinar,1.0,125.0,81.9,0.0,3.1,4.5,0.0,4.5,0.0,0.0,10.5,5.9,3.0,1.2,34.0,91.5,88.0,21.0,0.82,0.25,1.0,,,,,,,,,,,,,,,,,,,,
050602,Nata liquida para montar,1.0,307.0,62.8,0.0,2.4,3.1,0.0,3.1,0.0,0.0,31.7,18.4,8.4,1.1,105.0,339.0,315.0,143.0,1.1,0.71,1.0,,,,,,,,,,,,,,,,,,,,
050603,Nata montada,1.0,308.0,62.6,0.0,2.4,3.3,0.0,3.3,0.0,0.0,31.7,17.7,9.7,0.82,109.0,339.0,315.0,143.0,1.1,0.71,1.0,,,,,,,,,,,,,,,,,,,,
060101,Añojo de,2.0,3.0,1.0,212.0,65.0,0.0,20.7,0.0,0.0,0.0,0.0,0.0,14.4,5.6,6.3,0.9,63.6,,,,0.0,,,,,,,,,,,,,,,,,,,,
060102,Añojo lomo,1.0,256.0,63.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,21.6,9.3,9.5,0.9,67.5,0.0,0.0,0.0,0.0,0.2,6.0,,,,,,,,,,,,,,,,,,,,
060103,Carne de vaca,2.0,3.0,1.0,234.0,61.8,0.0,22.0,0.0,0.0,0.0,0.0,0.0,16.2,6.9,6.9,0.48,66.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
060104,Carne de vaca grasa,0.95,200.0,67.4,0.0,18.6,0.0,0.0,0.0,0.0,0.0,14.0,6.3,6.6,0.49,70.0,22.0,22.0,0.0,0.0,0.19,6.0,,,,,,,,,,,,,,,,,,,,
060105,Carne de vaca magra,1.0,120.0,75.4,0.0,20.3,0.0,0.0,0.0,0.0,0.0,4.3,1.7,1.9,0.23,59.0,0.0,0.0,0.0,0.0,0.15,6.0,,,,,,,,,,,,,,,,,,,,
060106,Carne semigrasa de vaca,1.0,160.0,71.6,0.0,19.1,0.0,0.0,0.0,0.0,0.0,9.3,3.8,4.6,0.39,70.0,4.0,4.0,0.0,0.5,0.15,6.0,,,,,,,,,,,,,,,,,,,,
060107,Chuleta de ternera,0.78,107.0,76.5,0.0,20.9,0.0,0.0,0.0,0.0,0.0,2.6,1.1,0.98,0.2,70.0,0.0,0.0,0.0,0.0,0.19,7.0,,,,,,,,,,,,,,,,,,,,
060108,"Kebab, ternera",1.0,216.0,62.6,0.0,18.9,2.2,0.01,1.0,1.0,0.33,14.6,3.0,8.1,2.2,42.8,12.7,0.0,76.4,0.0,0.66,,,,,,,,,,,,,,,,,,,,,
060109,Lomo de ternera,1.0,120.0,77.4,0.0,16.6,0.0,0.0,0.0,0.0,0.0,6.0,2.7,2.4,0.35,62.8,0.0,0.0,0.0,0.0,0.19,4.0,,,,,,,,,,,,,,,,,,,,
060110,Rabo de toro,1.0,242.0,62.8,0.0,18.6,0.0,0.0,0.0,0.0,0.0,18.6,6.3,6.6,0.49,70.0,22.0,,,,0.19,,,,,,,,,,,,,,,,,,,,,
060111,Solomillo añojo,1.0,102.0,80.3,0.0,15.1,0.0,0.0,0.0,0.0,0.0,4.6,2.0,1.9,0.28,57.4,0.0,0.0,0.0,0.0,0.22,7.0,,,,,,,,,,,,,,,,,,,,
060112,Solomillo de buey,0.79,104.0,78.3,0.0,18.2,0.0,0.0,0.0,0.0,0.0,3.5,1.7,0.9,0.1,140.0,0.0,0.0,0.0,0.0,0.45,7.0,,,,,,,,,,,,,,,,,,,,
060113,Solomillo de ternera,1.0,103.0,77.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,2.5,1.1,0.9,0.32,67.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,
060114,Solomillo de vaca,0.92,272.0,60.6,0.0,16.6,0.0,0.0,0.0,0.0,0.0,22.8,9.7,11.0,0.9,67.0,0.0,0.0,0.0,0.0,0.2,7.0,,,,,,,,,,,,,,,,,,,,
060115,Ternera  de,2.0,3.0,1.0,131.0,75.1,0.0,18.6,0.0,0.0,0.0,0.0,0.0,6.3,2.6,2.4,0.41,73.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
060116,Ternera magra,1.0,131.0,73.9,0.0,20.7,0.0,0.0,0.0,0.0,0.0,5.4,2.0,2.3,0.19,59.0,4.0,4.0,0.0,0.0,0.15,7.0,,,,,,,,,,,,,,,,,,,,
060117,Ternera semigrasa,1.0,205.0,65.8,0.0,20.6,0.0,0.0,0.0,0.0,0.0,13.6,4.7,6.5,0.92,71.2,4.0,4.0,,0.0,0.14,7.0,,,,,,,,,,,,,,,,,,,,
060201,Bacon,0.86,682.0,16.1,0.0,14.6,0.0,0.0,0.0,0.0,0.0,69.3,28.2,27.1,7.2,100.0,0.0,0.0,0.0,0.0,0.08,46.0,,,,,,,,,,,,,,,,,,,,
060202,Carne de cerdo semigrasa,1.0,219.0,66.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,16.5,7.0,7.8,1.2,70.0,0.0,0.0,0.0,0.0,0.1,5.0,,,,,,,,,,,,,,,,,,,,
060203,Cerdo magro,1.0,156.0,70.4,0.0,22.0,0.0,0.0,0.0,0.0,0.0,7.6,2.9,3.1,0.8,64.4,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,
060204,Chuleta de cerdo,0.8,352.0,48.9,0.0,21.7,0.0,0.0,0.0,0.0,0.0,29.5,10.9,11.9,4.5,72.0,9.0,9.0,0.0,0.0,0.01,10.0,,,,,,,,,,,,,,,,,,,,
060205,Costilla de cerdo,0.72,281.0,59.3,0.0,17.1,0.0,0.0,0.0,0.0,0.0,23.6,8.9,10.2,2.2,78.0,0.0,0.0,0.0,0.0,0.05,10.0,,,,,,,,,,,,,,,,,,,,
060206,Lomo de cerdo,1.0,305.0,57.2,0.0,16.3,0.0,0.0,0.0,0.0,0.0,26.6,10.4,11.9,1.7,70.6,0.0,0.0,0.0,0.0,0.01,11.0,,,,,,,,,,,,,,,,,,,,
060207,Manita de cerdo,0.39,291.0,58.5,0.0,16.0,0.5,0.0,0.5,0.0,0.0,25.0,8.3,11.2,3.0,6.2,0.0,0.0,0.0,0.0,0.1,7.0,,,,,,,,,,,,,,,,,,,,
060208,Paletilla de cerdo,1.0,349.0,49.3,0.0,21.5,0.0,0.0,0.0,0.0,0.0,29.2,9.4,12.2,4.5,69.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
060209,Panceta,0.88,471.0,40.4,0.0,12.5,0.5,0.0,0.5,0.0,0.0,46.6,19.4,21.2,3.5,57.0,11.0,11.0,0.0,0.0,0.08,46.0,,,,,,,,,,,,,,,,,,,,
060210,Solomillo de cerdo,1.0,158.0,70.1,0.0,22.3,0.0,0.0,0.0,0.0,0.0,7.6,2.9,3.1,0.8,68.4,2.0,2.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,
060211,Tocino,1.0,655.0,24.9,0.0,4.1,0.0,0.0,0.0,0.0,0.0,71.0,29.3,32.4,5.3,57.0,11.0,11.0,0.0,0.0,0.11,46.0,,,,,,,,,,,,,,,,,,,,
060301,Chuleta de cordero,0.77,250.0,63.2,0.0,16.2,0.0,0.0,0.0,0.0,0.0,20.6,9.2,7.5,1.7,79.5,16.0,16.0,0.0,0.0,0.18,15.0,,,,,,,,,,,,,,,,,,,,
060302,Paleta de cordero,0.8,151.0,77.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0,11.8,5.0,4.6,0.8,80.6,0.0,0.0,,0.0,0.15,15.0,,,,,,,,,,,,,,,,,,,,
060303,Pierna de cordero,0.77,178.0,70.3,0.0,17.9,0.0,0.0,0.0,0.0,0.0,11.8,5.1,4.6,0.8,78.0,0.0,0.0,,0.0,0.14,15.0,,,,,,,,,,,,,,,,,,,,
060401,Ala de pollo,0.74,217.0,65.7,0.0,18.3,0.0,0.0,0.0,0.0,0.0,16.0,4.4,6.3,3.3,77.0,44.0,44.0,0.0,0.1,0.3,1.0,,,,,,,,,,,,,,,,,,,,
060402,Capón asado,1.0,221.0,58.7,0.0,29.0,0.0,0.0,0.0,0.0,0.0,11.7,,,,86.0,20.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
060403,Codorniz,0.7,110.0,75.3,0.0,22.4,0.0,0.0,0.0,0.0,0.0,2.3,0.77,0.6,0.55,76.0,17.0,17.0,,0.0,0.01,6.0,,,,,,,,,,,,,,,,,,,,
060404,Faisán entero,0.55,155.0,69.7,0.0,23.8,0.0,0.0,0.0,0.0,0.0,6.6,2.7,2.8,0.65,68.0,49.0,49.0,0.0,0.0,0.3,6.0,,,,,,,,,,,,,,,,,,,,
060405,Gallina entera,0.72,232.0,64.6,0.0,17.3,0.0,0.0,0.0,0.0,0.0,18.1,5.1,7.4,3.9,72.0,32.0,32.0,0.0,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,
060406,Muslo de pavo,0.81,114.0,75.9,0.0,20.5,0.0,0.0,0.0,0.0,0.0,3.6,1.4,0.85,0.96,72.0,1.0,1.0,,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,
060407,Muslo de pollo,0.38,183.0,68.2,0.0,20.6,0.0,0.0,0.0,0.0,0.0,11.2,3.7,3.2,2.6,86.0,0.0,0.0,0.0,0.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,
060408,Oca deshuesada sin piel,1.0,155.0,68.3,0.0,22.8,0.0,0.0,0.0,0.0,0.0,7.1,2.8,1.9,0.9,84.0,12.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
060409,Oca entera,1.0,366.0,49.7,0.0,15.9,0.0,0.0,0.0,0.0,0.0,33.6,9.8,17.8,3.8,80.0,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
060410,Paloma,1.0,288.0,56.6,0.0,18.5,0.0,0.0,0.0,0.0,0.0,23.8,8.4,9.7,3.1,95.0,73.0,73.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
060411,Pato entero,0.67,227.0,64.7,0.0,18.1,0.0,0.0,0.0,0.0,0.0,17.2,5.9,8.2,2.3,76.0,26.0,26.0,,0.0,0.7,6.0,,,,,,,,,,,,,,,,,,,,
060412,Pavo,0.57,157.0,71.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,8.5,2.2,3.0,2.4,74.0,13.0,13.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,
060413,Pechuga de pavo,0.89,105.0,74.9,0.0,24.1,0.0,,,0.0,0.0,0.99,0.36,0.22,0.24,45.0,10.0,10.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,
060414,Pechuga de pollo,0.9,145.0,71.6,0.0,22.2,0.0,0.0,0.0,0.0,0.0,6.2,1.9,1.9,1.5,62.0,11.0,11.0,0.0,0.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,
060415,Pollo entero,0.64,166.0,70.5,0.0,19.9,0.0,0.0,0.0,0.0,0.0,9.6,2.6,3.1,2.4,99.0,39.0,39.0,0.0,0.1,0.66,,,,,,,,,,,,,,,,,,,,,
060416,Solomillo de avestruz,1.0,114.0,75.3,0.0,21.7,0.0,0.0,0.0,0.0,0.0,3.0,1.2,1.1,0.58,75.0,0.0,0.0,0.0,0.0,0.2,6.0,,,,,,,,,,,,,,,,,,,,
060501,Callos de ternera,1.0,134.0,76.9,0.0,14.8,0.0,0.0,0.0,0.0,0.0,8.3,4.3,2.8,0.19,95.0,0.0,0.0,0.0,0.0,0.08,4.0,,,,,,,,,,,,,,,,,,,,
060502,Corazón de cerdo,0.95,114.0,77.7,0.0,17.3,1.3,0.0,1.3,0.0,0.0,4.4,1.2,1.0,1.1,131.0,8.0,8.0,0.0,,0.63,,,,,,,,,,,,,,,,,,,,,
060503,Corazón de cordero,0.78,118.0,77.6,0.0,16.5,0.21,0.0,0.21,0.0,0.0,5.7,2.3,1.6,0.6,135.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
060504,Corazón de pollo,1.0,149.0,74.4,0.0,15.6,0.71,0.0,0.71,0.0,0.0,9.3,2.7,2.4,2.7,136.0,9.0,9.0,,,1.2,,,,,,,,,,,,,,,,,,,,,
060505,Corazón de vaca,0.81,104.0,79.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6,1.0,0.5,140.0,0.0,0.0,0.0,1.0,0.52,,,,,,,,,,,,,,,,,,,,,
060506,Hígado de cerdo,1.0,131.0,73.5,0.0,20.7,0.93,0.93,0.0,0.0,0.0,4.9,1.7,0.58,1.4,354.0,36000.0,36000.0,0.0,1.1,0.6,56.0,,,,,,,,,,,,,,,,,,,,
